,Player,S,Team,Points,rush_TD,rec_TD,KR_TD,PR_TD,def_TD,XPM,FGM
33,"Phoenix, B.",23,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,"Reed, A.",23,BAL,54.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
35,"Ruff, R.",23,HON,72.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
36,"Skuff, R.",23,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,"Skyline, A.",23,YKW,42.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
38,"Tirtawidjaja, J.",23,CHI,24.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
39,"Torenson, S.",23,PHI,42.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
40,"Toriki, M.",23,NO,60.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
41,"Vincent, M.",23,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,"Williams, D.",23,BAL,36.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
43,"Wolfcastle, R.",23,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,"Yoda, B.",23,AZ,60.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
45,"Z, D.",23,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,"Alexander, B.",23,NO,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
47,"Alexander, W.",23,HON,30.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
48,"Angler, J.",23,SAR,18.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
49,"Arrabiata, D.",23,PHI,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
50,"Arrow, R.",23,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,"Back, R.",23,SAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,"Barker, E.",23,NO,36.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
53,"Bigby, L.",23,OCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,"Bishop, J.",23,COL,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
55,"Blocksdale Jr., A.",23,PHI,30.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
56,"Boyd, C.",23,SAR,18.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
57,"Bur'Berry, J.",23,AZ,30.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
58,"Cardrissian, R.",23,SJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,"Clay, J.",23,HON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,"Donut, S.",23,AZ,72.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
61,"Dotson, F.",23,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,"Drake, O.",23,SJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,"Evans, H.",23,AZ,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
64,"Frost, D.",23,SAR,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
65,"Gaines, N.",23,AUS,60.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
66,"Gelbman, T.",23,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,"George, D.",23,OCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,"Gilbert, R.",23,COL,24.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
69,"Gordon, R.",23,SAR,66.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0
70,"Gump, F.",23,NO,36.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
71,"Hank, F.",23,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,"Hanyadi, M.",23,YKW,18.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
73,"Hardagain, W.",23,YKW,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
74,"Hayes, V.",23,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,"Hood, T.",23,SJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,"Irving, J.",23,SJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,"Jackson, A.",23,YKW,42.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
78,"Jeeta, E.",23,AUS,36.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
79,"Jones, K.",23,AUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,"Kaepercolin, N.",23,BAL,42.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
81,"Kane-Maika'i, K.",23,HON,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
82,"Kingston, J.",23,COL,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
83,"Kross, C.",23,BAL,18.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
84,"Lackson, J.",23,SJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,"Larson, P.",23,AUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,"Lee, M.",23,YKW,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
87,"Lewandowski, J.",23,BAL,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
88,"Lim, W.",23,COL,42.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
89,"McCormick, A.",23,NO,48.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
90,"McDavid, L.",23,SJS,18.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
91,"Mendonca, M.",23,AUS,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
92,"Mongo, H.",23,OCO,36.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
93,"Nakamura, T.",23,OCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,"O'Leary, S.",23,CHI,36.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
95,"Oberwald, G.",23,CHI,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
96,"Okusi, R.",23,CHI,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
97,"Owens, A.",23,COL,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
98,"Panda, F.",23,PHI,18.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
99,"Passmann, T.",23,AZ,54.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
100,"Phillips, J.",23,OCO,60.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
101,"Podolak, J.",23,HON,36.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
102,"Quinn, A.",23,BAL,24.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
103,"Reed, A.",23,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,"Robertoswki, G.",23,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,"Rodriguez, B.",23,YKW,36.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
106,"Ruff, R.",23,HON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,"Sauce, E.",23,COL,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
108,"Skuff, R.",23,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,"Skyline, A.",23,YKW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,"Swift, N.",23,YKW,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
111,"Thomas-Fox, D.",23,SJS,36.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
112,"Tidwell, R.",23,AUS,24.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
113,"Tirtawidjaja, J.",23,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,"Torenson, S.",23,PHI,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
115,"Toriki, M.",23,NO,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
116,"Trunks, F.",23,OCO,48.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
117,"Varga, N.",23,PHI,54.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
118,"Vincent, M.",23,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,"Vuxta, R.",23,PHI,18.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
120,"Williams, D.",23,BAL,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
121,"Witheblock, M.",23,SAR,18.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
122,"Wolfcastle, R.",23,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,"Yoda, B.",23,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,"Z, D.",23,AUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,"Z, D.",23,HON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,"Z, D.",23,OCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,"Arianlacher, M.",23,HON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,"Beerus, L.",23,OCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,"Biggums, T.",23,OCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,"Blaylock, M.",23,NO,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
131,"D'Attoria V, R.",23,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,"Dawkins, S.",23,HON,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
133,"Donut, S.",23,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,"Edmond, H.",23,AUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,"Firestorm-Fjord, O.",23,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,"Frost, D.",23,SAR,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
137,"Gordon, R.",23,SAR,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
138,"Green, W.",23,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,"Gump, F.",23,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,"Hanyadi, M.",23,YKW,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
141,"Kane-Maika'i, K.",23,HON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,"Lavelle Jr., D.",23,AUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,"Leonard, M.",23,YKW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,"Mendonca, M.",23,AUS,12.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
145,"O'Leary, S.",23,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,"Owens, A.",23,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,"Panda, F.",23,PHI,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
148,"PickSix, H.",23,SJS,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
149,"Purchase, L.",23,COL,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
150,"Quinn, A.",23,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,"Rikiya, M.",23,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,"Scarlett, D.",23,AZ,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
153,"Skyline, A.",23,YKW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,"Thomas-Fox, D.",23,SJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,"Trunks, F.",23,OCO,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
156,"Virtanen, M.",23,YKW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,"Wilf, G.",23,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,"Williams, D.",23,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,"Witten, A.",23,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,"Abernathy, K.",23,OCO,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
161,"Adams, X.",23,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,"Alexander, N.",23,YKW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,"Allen, O.",23,SJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,"Andrews, J.",23,SAR,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
165,"Annastesia, N.",23,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,"Arianlacher, M.",23,HON,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
167,"Avery, E.",23,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,"Banks II, D.",23,SAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,"Banks, J.",23,HON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,"Bass, L.",23,SJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,"Bean, S.",23,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,"Beat, N.",23,SAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,"Beerus, L.",23,OCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,"Berry, M.",23,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,"Biggums, T.",23,OCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,"Blackstone, I.",23,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,"Blaylock, M.",23,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,"Blocksdale Jr., A.",23,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,"Bode, Q.",23,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,"Booker, B.",23,PHI,12.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
181,"Boucher, B.",23,OCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,"Brackenridge, T.",23,SJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,"Bumper, T.",23,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,"Bur'Berry, J.",23,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,"Chestnut III, W.",23,SJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,"Cho, J.",23,YKW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,"Claxton, S.",23,AUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,"Clemente, C.",23,SAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,"Cole, E.",23,AUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,"Cross, M.",23,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,"Cue, J.",23,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,"Culbertson, R.",23,HON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,"D'Attoria V, R.",23,PHI,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
194,"Dawkins, S.",23,HON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,"De Ville, D.",23,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,"Deck, I.",23,OCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,"Diggler, D.",23,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,"Dillmiballs, F.",23,SAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,"Dinkley, V.",23,HON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,"Dissector, U.",23,NO,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
201,"Donut, S.",23,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,"Eagle, R.",23,OCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,"Edd, B.",23,OCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,"Edmond, H.",23,AUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,"Egghands, T.",23,AUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,"Eriksen, W.",23,PHI,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
207,"Evans, H.",23,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,"Firestorm-Fjord, O.",23,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,"Fisher, G.",23,SJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,"Francisco, S.",23,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,"Fujiwara, C.",23,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,"Gabagool, T.",23,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,"Gimmy, I.",23,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,"Goku, S.",23,SAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,"Green, W.",23,BAL,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
216,"Grievous, L.",23,OCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,"Gronlie, T.",23,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,"Hanyadi, M.",23,YKW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,"Harris, C.",23,SJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,"Harrison, H.",23,OCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,"Havran, C.",23,HON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,"Hellzapoppin, J.",23,YKW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,"Hexagon, L.",23,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,"Hockhertz, M.",23,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,"Hole, M.",23,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,"Howyanow, W.",23,PHI,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
227,"Hughes, Q.",23,AZ,18.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
228,"Idlewyld, K.",23,AUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,"Jadakiss, D.",23,AZ,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
230,"Jeeta, E.",23,AUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,"Jensen, C.",23,YKW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,"Johnson, R.",23,SJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,"Jones, D.",23,OCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,"Kackpoo, H.",23,HON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,"Kane-Maika'i, K.",23,HON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,"Karpaasi, M.",23,SAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,"Kearse, J.",23,HON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,"Kehla, Z.",23,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,"Keiki-KÄne, M.",23,HON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,"Kennedy, D.",23,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,"Kirkby, T.",23,COL,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
242,"Knight, L.",23,SAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,"Koniecpolski, S.",23,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,"Krause, M.",23,SJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,"Kroustis, G.",23,YKW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,"Lanier, B.",23,SJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,"Lattimer, A.",23,OCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,"Lavelle Jr., D.",23,AUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,"Leonard, M.",23,YKW,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
250,"MacAndrew, H.",23,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,"MacGregor, G.",23,AUS,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
252,"Magic, M.",23,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,"Mango-Panda, H.",23,SAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254,"Marston, J.",23,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,"Masters, S.",23,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,"McCormick, A.",23,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,"McCringleberry, H.",23,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,"McDavid, L.",23,SJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,"McDummy, W.",23,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,"McTackle, R.",23,AUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261,"Mendoza, C.",23,AUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,"Miller II, C.",23,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263,"Miller, P.",23,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,"Money, P.",23,YKW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,"Montain, T.",23,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,"Moreno, V.",23,HON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,"Nikko, G.",23,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,"Nkiah, J.",23,SAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,"Noble Jr., L.",23,HON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,"Ocewilder, S.",23,SAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,"Okura, T.",23,AUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,"Oles JR, T.",23,CHI,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
273,"Om, T.",23,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,"Ones, B.",23,YKW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,"Otle, C.",23,SJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,"Pak, Y.",23,OCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,"Parker, P.",23,COL,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
278,"Passmann, T.",23,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279,"Pest, T.",23,SJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,"PickSix, H.",23,SJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,"Porter, G.",23,AUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,"Purchase, L.",23,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,"Quaid, D.",23,YKW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,"Quin, A.",23,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285,"Rector, D.",23,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,"Reed, A.",23,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287,"Richards, E.",23,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288,"Rikiya, M.",23,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,"Riley, C.",23,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290,"Rogers, S.",23,HON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,"Ryeu, S.",23,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292,"Sanchez, I.",23,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,"Scarlett, D.",23,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,"Scott, R.",23,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295,"Selich, A.",23,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296,"Sexjoke, A.",23,AUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,"Shields, T.",23,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298,"Sinclair, Q.",23,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
299,"Skarsgard, T.",23,OCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,"Skyline, A.",23,YKW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301,"Smirh, J.",23,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302,"Smoothie, E.",23,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303,"Snuggles, J.",23,YKW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304,"Stackinpaper, B.",23,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305,"Steel, H.",23,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306,"Steele, R.",23,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
307,"Stephens, W.",23,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
308,"Summers, H.",23,AUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
309,"Suzuki, S.",23,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,"Sweets, C.",23,SJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311,"Taffy, T.",23,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,"Thornton, B.",23,HON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313,"Thumper, B.",23,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314,"Torenson, S.",23,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315,"Toriki, M.",23,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
